date	param-size	value	success	cilo	cihi	units	complete
2014-04-25T14:59:16Z	5000	1298.3369166666666	true	1259.889	1336.785	ms	"1288.977 1291.508 1295.653 1304.774 1283.46 1291.694 1291.83 1293.678 1268.362 1288.025 1309.259 1315.119 1341.12 1369.731 1384.469 1427.849 1275.054 1288.257 1298.699 1312.659 1243.698 1252.356 1267.069 1267.961 1282.832 1289.396 1296.621 1297.763 1271.363 1279.008 1299.585 1326.344 1272.218 1274.616 1289.785 1309.337"
2014-04-25T14:59:16Z	6000	1555.3219444444446	true	1508.561	1602.082	ms	"1562.125 1568.919 1573.821 1588.07 1526.509 1528.306 1530.049 1531.18 1527.302 1553.988 1554.563 1563.454 1599.821 1627.186 1643.415 1656.728 1546.358 1576.691 1588.182 1636.142 1503.807 1504.782 1509.567 1511.769 1532.102 1534.65 1537.903 1538.584 1521.369 1526.074 1604.394 1627.586 1510.172 1510.356 1517.441 1518.225"
2014-04-25T14:59:16Z	7000	1804.7769999999996	true	1764.945	1844.609	ms	"1826.802 1839.343 1839.896 1840.916 1760.969 1764.338 1784.945 1785.085 1766.918 1771.717 1777.192 1779.058 1814.084 1826.232 1850.489 1883.906 1819.492 1841.439 1843.261 1881.671 1746.285 1808.932 1821.42 1825.664 1791.929 1805.839 1837.86 1853.785 1756.215 1758.501 1765.211 1771.892 1768.31 1777.698 1784.875 1799.803"
2014-04-25T14:59:16Z	8000	2051.2473333333337	true	2001.413	2101.082	ms	"2053.831 2062.958 2064.133 2070.251 2008.716 2021.908 2022.399 2022.631 1996.29 1999.305 2005.886 2009.698 2047.263 2054.439 2056.527 2065.728 2047.532 2097.282 2127.482 2220.813 2043.059 2057.554 2078.492 2090.407 2024.125 2025.025 2029.388 2040.829 2007.946 2014.272 2025.747 2029.364 2013.595 2072.426 2076.319 2161.284"
2014-04-25T14:59:16Z	9000	2319.616388888889	true	2258.596	2380.637	ms	"2359.075 2373.764 2384.34 2418.277 2293.754 2298.454 2319.49 2331.013 2261.505 2276.63 2293.994 2295.918 2310.224 2409.808 2430.272 2483.747 2317.548 2326.657 2342.908 2356.425 2233.484 2256.233 2261.361 2266.775 2324.666 2329.566 2349.75 2363.996 2245.087 2270.623 2294.922 2307.734 2262.25 2265.843 2293.745 2296.352"
2014-04-25T14:59:16Z	10000	2566.1774444444445	true	2522.798	2609.557	ms	"2612.152 2618.277 2629.831 2642.141 2527.029 2547.974 2552.05 2575.483 2536.433 2544.699 2556.497 2564.556 2570.873 2595.853 2598.105 2612.397 2547.432 2575.15 2597.903 2624.044 2496.821 2510.998 2512.025 2524.534 2586.433 2588.332 2595.45 2599.521 2500.894 2511.513 2515.334 2517.58 2544.615 2562.252 2589.593 2597.614"
